wordpress_id,old_url,new_url,title,source_guid
1242,https://diff.im/blog/?p=1242,/blog/2021/02/呼召的催逼/,呼召的催逼,https://diff.im/blog/?p=1242
1244,https://diff.im/blog/?p=1244,/blog/2021/02/被看作世上的污秽万物中的渣滓/,被看作世上的污秽，万物中的渣滓。,https://diff.im/blog/?p=1244
1246,https://diff.im/blog/?p=1246,/blog/2021/02/你准备好为建立他人献上自己被浇奠吗/,你准备好为建立他人，献上自己被浇奠吗？,https://diff.im/blog/?p=1246
1248,https://diff.im/blog/?p=1248,/blog/2021/02/你的灵疲惫不堪吗are-you-exhausted-spiritually/,你的灵，疲惫不堪吗？Are you Exhausted Spiritually?,https://diff.im/blog/?p=1248
1250,https://diff.im/blog/?p=1250,/blog/2021/02/你对神的想象力衰退了吗is-your-imagination-of-god-starved/,你对神的想象力衰退了吗？Is Your Imagination of God Starved?,https://diff.im/blog/?p=1250
1252,https://diff.im/blog/?p=1252,/blog/2021/02/抗拒绝望的动力-the-initiative-against-despair./,抗拒绝望的动力 The Initiative Against Despair.,https://diff.im/blog/?p=1252
1254,https://diff.im/blog/?p=1254,/blog/2021/02/应对苦差事的动力-the-initiative-against-drudgery./,应对苦差事的动力 The Initiative Against Drudgery.,https://diff.im/blog/?p=1254
1256,https://diff.im/blog/?p=1256,/blog/2021/02/对抗听道之后仍旧空想的动力-the-initiative-against-dreaming./,对抗「听道之后，仍旧空想」的动力 The Initiative Against Dreaming.,https://diff.im/blog/?p=1256
1258,https://diff.im/blog/?p=1258,/blog/2021/02/事奉的决心-the-determination-to-serve/,事奉的决心 The Determination to Serve,https://diff.im/blog/?p=1258
1260,https://diff.im/blog/?p=1260,/blog/2021/03/你感到主耶稣的刺伤吗have-you-felt-the-hurt-of-the-lord/,你感到主耶稣的刺伤吗？Have You Felt The Hurt of The Lord?,https://diff.im/blog/?p=1260
1262,https://diff.im/blog/?p=1262,/blog/2021/03/放不下的使命-the-unrelieved-quest/,放不下的使命 The Unrelieved Quest,https://diff.im/blog/?p=1262
1264,https://diff.im/blog/?p=1264,/blog/2021/03/他真的是主吗is-he-really-my-lord/,他真的是主吗？Is He Really My Lord?,https://diff.im/blog/?p=1264
1266,https://diff.im/blog/?p=1266,/blog/2021/03/读软弱之道-靠主得力的人生/,读《软弱之道 - 靠主得力的人生》,https://diff.im/blog/?p=1266
1268,https://diff.im/blog/?p=1268,/blog/2021/03/我必要按自己所行的在基督台前受审判-the-master-assizes/,我必要按自己所行的，在基督台前受审判 The Master Assizes,https://diff.im/blog/?p=1268
1270,https://diff.im/blog/?p=1270,/blog/2021/03/他必兴旺我必衰微-decreasing-into-his-purpose./,他必兴旺，我必衰微 Decreasing into His Purpose.,https://diff.im/blog/?p=1270
1273,https://diff.im/blog/?p=1273,/blog/2021/04/你会得到什么-what-you-will-get/,你会得到什么？ What You Will Get?,https://diff.im/blog/?p=1273
1275,https://diff.im/blog/?p=1275,/blog/2021/05/视角的转变/,视角的转变,https://diff.im/blog/?p=1275
1277,https://diff.im/blog/?p=1277,/blog/2021/05/为永恒去劳力建造-building-for-eternity./,为永恒去劳力、建造 Building For Eternity.,https://diff.im/blog/?p=1277
1279,https://diff.im/blog/?p=1279,/blog/2021/05/要爱惜光阴因为现今的世代邪恶/,要爱惜光阴，因为现今的世代邪恶。,https://diff.im/blog/?p=1279
1284,https://diff.im/blog/?p=1284,/blog/2021/07/长沙/,长沙,https://diff.im/blog/?p=1284
1286,https://diff.im/blog/?p=1286,/blog/2021/08/聊一聊学英语这件事/,聊一聊「学英语」这件事,https://diff.im/blog/?p=1286
1290,https://diff.im/blog/?p=1290,/blog/2021/11/外地南瓜/,外地南瓜,https://diff.im/blog/?p=1290
1292,https://diff.im/blog/?p=1292,/blog/2021/11/2021-感恩题目/,2021 感恩题目,https://diff.im/blog/?p=1292
1417,https://diff.im/blog/?p=1417,/blog/2022/03/聊聊路亚钓鱼/,聊聊路亚钓鱼,https://diff.im/blog/?p=1417
1420,https://diff.im/blog/?p=1420,/blog/2022/03/秦制两千年-封建帝王的权力规则简评/,《秦制两千年 - 封建帝王的权力规则》简评,https://diff.im/blog/?p=1420
1428,https://diff.im/blog/?p=1428,/blog/2022/03/阅读的力量读书简评/,《阅读的力量》读书简评,https://diff.im/blog/?p=1428
1430,https://diff.im/blog/?p=1430,/blog/2022/04/人的骄傲-vs-神的荣耀/,人的骄傲 vs 神的荣耀,https://diff.im/blog/?p=1430
1437,https://diff.im/blog/?p=1437,/blog/2022/09/人生下半场换个时区生活/,人生下半场，换个时区生活,https://diff.im/blog/?p=1437
1457,https://diff.im/blog/?p=1457,/blog/2022/10/老家拆迁记念/,老家、拆迁、记念,https://diff.im/blog/?p=1457
1459,https://diff.im/blog/?p=1459,/blog/2022/10/前上海人登陆美国54天后感染新冠的经历/,前「上海人」登陆美国54天后感染新冠的经历,https://diff.im/blog/?p=1459
1461,https://diff.im/blog/?p=1461,/blog/2022/10/由绿卡身份展开的思考/,由绿卡身份展开的思考,https://diff.im/blog/?p=1461
1468,https://diff.im/blog/?p=1468,/blog/2022/12/2022-感恩题目/,2022 感恩题目,https://diff.im/blog/?p=1468
1473,https://diff.im/blog/?p=1473,/blog/2023/02/忙碌背后的一点想法/,忙碌背后的一点想法,https://diff.im/blog/?p=1473
1645,https://diff.im/blog/?p=1645,/blog/2023/05/一位基督徒设计师-2013-2019-参与流利说创业的日记/,一位基督徒设计师 2013-2019 参与流利说创业的日记,https://diff.im/blog/?p=1645
1661,https://diff.im/blog/?p=1661,/blog/2023/07/重读乔布斯传/,重读《乔布斯传》,https://diff.im/blog/?p=1661
1674,https://diff.im/blog/?p=1674,/blog/2023/11/做什么/,做什么？,https://diff.im/blog/?p=1674
1676,https://diff.im/blog/?p=1676,/blog/2023/11/重拾绘画/,重拾绘画,https://diff.im/blog/?p=1676
1679,https://diff.im/blog/?p=1679,/blog/2023/12/2023-感恩题目/,2023 感恩题目,https://diff.im/blog/?p=1679
1682,https://diff.im/blog/?p=1682,/blog/2024/07/继续写一写/,继续写一写,https://diff.im/blog/?p=1682
1684,https://diff.im/blog/?p=1684,/blog/2024/07/美股投资小白的5年微小总结/,美股投资小白的5年微小总结,https://diff.im/blog/?p=1684
1686,https://diff.im/blog/?p=1686,/blog/2024/07/聊设计-用户没有发现这个功能/,聊设计 - 用户没有发现这个功能？,https://diff.im/blog/?p=1686
1688,https://diff.im/blog/?p=1688,/blog/2024/07/美利坚生活体会之-stop-sign/,「美利坚生活体会」之 Stop Sign,https://diff.im/blog/?p=1688
1690,https://diff.im/blog/?p=1690,/blog/2024/08/上帝的速度/,上帝的速度,https://diff.im/blog/?p=1690
1692,https://diff.im/blog/?p=1692,/blog/2024/08/搬家dallas/,搬家Dallas,https://diff.im/blog/?p=1692
1694,https://diff.im/blog/?p=1694,/blog/2024/10/设计钓鱼木工/,设计、钓鱼、木工,https://diff.im/blog/?p=1694
1696,https://diff.im/blog/?p=1696,/blog/2024/11/一封挽回550美金的邮件/,一封挽回550美金的邮件,https://diff.im/blog/?p=1696
1698,https://diff.im/blog/?p=1698,/blog/2024/11/低谷/,低谷,https://diff.im/blog/?p=1698
1700,https://diff.im/blog/?p=1700,/blog/2024/12/2024-感恩题目/,2024 感恩题目,https://diff.im/blog/?p=1700
1703,https://diff.im/blog/?p=1703,/blog/2024/12/开放自己/,开放自己,https://diff.im/blog/?p=1703
1705,https://diff.im/blog/?p=1705,/blog/2025/04/信仰反思/,信仰反思,https://diff.im/blog/?p=1705
1707,https://diff.im/blog/?p=1707,/blog/2025/04/花粉过敏/,花粉过敏,https://diff.im/blog/?p=1707
1709,https://diff.im/blog/?p=1709,/blog/2025/04/关于钓鱼/,关于钓鱼,https://diff.im/blog/?p=1709
1711,https://diff.im/blog/?p=1711,/blog/2025/04/信仰与设计的张力关于狠人的反思/,信仰与设计的张力：关于“狠人”的反思,https://diff.im/blog/?p=1711
1713,https://diff.im/blog/?p=1713,/blog/2025/04/儿子安然/,儿子安然,https://diff.im/blog/?p=1713
1715,https://diff.im/blog/?p=1715,/blog/2025/04/流行音乐与赞美诗/,流行音乐与赞美诗,https://diff.im/blog/?p=1715
1717,https://diff.im/blog/?p=1717,/blog/2025/04/闲聊安全边际/,闲聊安全边际,https://diff.im/blog/?p=1717
1719,https://diff.im/blog/?p=1719,/blog/2025/04/生病的感受/,生病的感受,https://diff.im/blog/?p=1719
1721,https://diff.im/blog/?p=1721,/blog/2025/04/基督信仰与股票投资/,基督信仰与股票投资,https://diff.im/blog/?p=1721
1723,https://diff.im/blog/?p=1723,/blog/2025/04/设计师不要做消极的妥协/,设计师不要做消极的妥协,https://diff.im/blog/?p=1723
1725,https://diff.im/blog/?p=1725,/blog/2025/04/做木工又贵又累还费时间为什么我坚持做/,做木工又贵又累还费时间，为什么我坚持做？,https://diff.im/blog/?p=1725
1738,https://diff.im/blog/?p=1738,/blog/2025/07/开始参加教会祷告会/,开始参加教会祷告会,https://diff.im/blog/?p=1738
1743,https://diff.im/blog/?p=1743,/blog/2026/04/感恩-2025/,感恩 2025,https://diff.im/blog/?p=1743
